duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
497,udp,private,SF,15929,57259,1,2,1,3,2,1,15,0,1,8,6,1,1,0,0,0,492,66,0.008,0.038,0.403,0.464,0.842,0.077,0.408,150,19,0.129,0.581,0.567,0.485,0.911,0.887,0.905,0.135,normal
65,udp,smtp,S1,726,25154,1,3,0,14,4,1,5,0,1,12,9,2,4,0,0,0,302,469,0.038,0.026,0.734,0.248,0.809,0.173,0.477,249,103,0.556,0.464,0.495,0.611,0.372,0.781,0.012,0.121,normal
167,icmp,ftp_data,SF,13116,39526,0,0,1,4,3,1,0,0,0,9,4,0,3,0,0,1,76,431,0.095,0.082,0.067,0.792,0.653,0.118,0.853,223,73,0.731,0.564,0.218,0.118,0.204,0.812,0.496,0.152,normal
152,icmp,private,RSTR,10470,48646,0,2,0,10,4,1,1,0,0,10,3,0,4,0,0,1,509,219,0.02,0.001,0.102,0.943,0.79,0.073,0.125,241,146,0.94,0.827,0.545,0.973,0.816,0.649,0.857,0.402,normal
209,tcp,private,S0,26806,6586,1,2,3,4,5,1,0,1,0,9,7,1,0,0,0,0,345,311,0.829,0.867,0.482,0.619,0.85,0.097,0.052,126,127,0.196,0.17,0.496,0.971,0.062,0.419,0.758,0.762,neptune
302,icmp,private,S0,12994,33792,1,1,1,14,0,0,9,0,1,9,4,1,2,0,0,0,308,476,0.911,0.956,0.75,0.535,0.866,0.774,0.315,17,237,0.969,0.005,0.837,0.414,0.076,0.757,0.071,0.471,neptune
492,udp,eco_i,S0,43084,10909,1,0,2,11,3,1,8,0,0,11,8,0,2,0,0,1,279,380,0.088,0.134,0.095,0.895,0.92,0.143,0.801,101,172,0.366,0.602,0.117,0.398,0.647,0.821,0.003,0.285,normal
141,udp,http,S1,1204,49882,0,1,1,2,4,1,6,1,1,5,0,0,4,0,0,1,469,421,0.031,0.031,0.949,0.628,0.695,0.144,0.445,139,4,0.152,0.322,0.608,0.338,0.971,0.382,0.692,0.709,normal
239,tcp,ftp_data,S1,19659,17278,0,0,3,15,0,1,1,0,0,3,9,2,4,0,0,0,277,430,0.036,0.099,0.886,0.282,0.645,0.131,0.681,234,38,0.811,0.379,0.096,0.537,0.554,0.561,0.343,0.8,normal
75,udp,eco_i,S0,1185,20548,0,3,0,15,3,1,11,1,1,15,0,2,1,0,0,0,41,228,0.138,0.054,0.746,0.823,0.99,0.028,0.577,108,225,0.793,0.804,0.998,0.132,0.407,0.248,0.703,0.576,normal
8,icmp,smtp,REJ,8502,24508,1,3,0,6,3,1,1,1,0,12,3,0,3,0,0,1,123,223,0.036,0.004,0.129,0.531,0.746,0.005,0.429,215,3,0.624,0.588,0.011,0.216,0.044,0.118,0.165,0.805,normal
392,tcp,eco_i,S0,30151,49609,1,3,2,7,0,1,12,0,0,13,0,0,3,0,0,1,470,418,0.095,0.018,0.662,0.258,0.819,0.078,0.952,12,82,0.286,0.557,0.605,0.693,0.926,0.225,0.091,0.557,normal
453,icmp,private,S0,54982,55395,1,2,3,12,1,0,11,0,0,15,9,1,0,0,0,1,316,393,0.901,0.805,0.812,0.103,0.42,0.14,0.542,8,115,0.01,0.449,0.64,0.758,0.902,0.406,0.131,0.353,neptune
34,tcp,eco_i,SF,28915,15099,0,3,3,25,0,1,13,0,1,14,9,0,2,0,0,0,92,131,0.069,0.086,0.591,0.308,0.894,0.152,0.375,68,188,0.745,0.214,0.68,0.32,0.939,0.918,0.584,0.319,normal
203,icmp,smtp,S1,28490,48732,1,3,1,13,5,0,3,0,0,10,9,1,2,0,0,1,203,281,0.955,0.374,0.469,0.772,0.971,0.994,0.694,217,122,0.801,0.089,0.265,0.856,0.806,0.1,0.186,0.026,guess_passwd
353,tcp,ftp_data,S0,46299,39564,1,1,1,6,4,1,9,1,0,5,8,0,2,0,0,0,391,84,0.036,0.027,0.896,0.46,0.83,0.05,0.187,43,113,0.473,0.237,0.933,0.159,0.721,0.867,0.652,0.047,normal
96,tcp,domain_u,S1,14939,49882,0,2,2,17,1,1,10,0,0,9,10,1,2,0,0,1,442,44,0.328,0.269,0.342,0.897,0.058,0.926,0.324,146,177,0.609,0.069,0.551,0.221,0.029,0.717,0.393,0.284,buffer_overflow
467,udp,private,S0,8407,32293,1,3,3,6,1,0,13,0,1,12,4,2,3,0,0,0,333,426,0.854,0.935,0.362,0.238,0.798,0.335,0.313,160,129,0.796,0.135,0.288,0.728,0.038,0.473,0.708,0.728,neptune
85,udp,ftp_data,S1,28051,29716,1,1,2,18,0,1,5,0,0,7,6,0,4,0,0,1,325,434,0.794,0.944,0.625,0.795,0.946,0.874,0.803,115,69,0.315,0.486,0.586,0.104,0.925,0.981,0.699,0.571,satan
306,icmp,private,REJ,59893,46272,1,0,2,10,0,1,6,0,1,13,4,0,1,0,0,0,382,114,0.975,0.257,0.47,0.131,0.157,0.85,0.409,226,137,0.806,0.075,0.867,0.104,0.616,0.562,0.339,0.251,satan
418,tcp,private,S0,38769,34803,1,3,2,5,5,0,10,1,1,15,1,2,4,0,0,0,378,419,0.95,0.915,0.643,0.649,0.058,0.657,0.973,75,18,0.388,0.049,0.698,0.987,0.2,0.723,0.576,0.37,neptune
385,udp,domain_u,SF,44528,21270,1,3,2,18,3,1,7,0,1,4,3,1,0,0,0,0,430,279,0.113,0.054,0.417,0.384,0.797,0.02,0.323,231,82,0.732,0.684,0.406,0.278,0.499,0.927,0.947,0.322,normal
140,udp,domain_u,RSTR,374,448,0,3,3,17,4,1,14,0,0,20,1,1,3,0,0,1,131,167,0.107,0.175,0.257,0.303,0.069,0.512,0.612,239,76,0.005,0.802,0.833,0.202,0.407,0.534,0.426,0.513,buffer_overflow
209,udp,private,S0,12713,2987,1,2,1,6,4,1,1,0,0,10,0,2,4,0,0,0,386,339,0.911,0.822,0.747,0.213,0.668,0.012,0.77,164,17,0.824,0.476,0.485,0.845,0.821,0.576,0.487,0.841,neptune
6,icmp,private,S1,19583,20825,0,3,1,11,3,1,9,0,1,15,10,2,1,0,0,1,347,10,0.146,0.021,0.628,0.549,0.808,0.122,0.001,184,158,0.251,0.147,0.872,0.857,0.801,0.969,0.354,0.53,normal
78,udp,private,REJ,2678,14900,0,3,3,15,2,1,14,1,1,3,10,1,0,0,0,1,378,137,0.993,0.687,0.219,0.201,0.501,0.584,0.835,156,82,0.787,0.52,0.396,0.514,0.938,0.106,0.42,0.245,satan
366,icmp,private,S0,40809,49593,1,1,3,13,3,1,6,0,1,6,0,1,3,0,0,0,406,459,0.91,0.967,0.915,0.086,0.092,0.812,0.923,205,196,0.09,0.541,0.15,0.779,0.886,0.823,0.822,0.563,neptune
235,tcp,smtp,S0,47509,9464,0,3,0,14,4,0,4,0,0,15,10,2,0,0,0,1,363,417,0.797,0.978,0.316,0.273,0.799,0.542,0.638,15,172,0.889,0.281,0.466,0.447,0.323,0.259,0.627,0.445,guess_passwd
419,icmp,smtp,SF,57575,56681,0,3,1,14,4,1,11,0,1,15,9,0,4,0,0,1,190,262,0.102,0.027,0.627,0.168,0.974,0.157,0.264,132,114,0.411,0.525,0.861,0.959,0.685,0.399,0.151,0.594,normal
280,icmp,private,SF,57572,52905,0,1,3,20,0,1,0,1,0,12,6,2,4,0,0,0,448,61,0.036,0.047,0.219,0.779,0.768,0.066,0.553,229,60,0.224,0.905,0.511,0.93,0.437,0.304,0.902,0.921,normal
498,udp,smtp,S0,12517,22172,1,3,0,25,3,1,7,0,0,6,1,1,2,0,0,1,324,22,0.031,0.146,0.44,0.905,0.725,0.062,0.525,159,155,0.676,0.739,0.517,0.711,0.28,0.045,0.368,0.509,normal
385,tcp,eco_i,SF,9986,14864,1,0,1,12,4,1,3,1,1,2,0,2,3,0,0,1,317,229,0.109,0.064,0.142,0.639,0.719,0.004,0.267,110,132,0.292,0.412,0.473,0.81,0.025,0.761,0.232,0.772,normal
245,tcp,smtp,REJ,14328,49701,1,1,0,11,4,1,11,1,0,4,10,1,1,0,0,0,261,202,0.01,0.052,0.208,0.038,0.896,0.108,0.559,236,181,0.662,0.643,0.996,0.227,0.175,0.09,0.855,0.736,normal
466,udp,http,RSTR,13585,19653,1,3,3,22,2,1,5,0,1,11,8,1,0,0,0,1,138,380,0.114,0.126,0.115,0.064,0.867,0.077,0.162,43,20,0.514,0.094,0.565,0.072,0.834,0.287,0.998,0.228,normal
418,icmp,private,REJ,36860,13329,1,3,2,0,5,0,4,1,1,7,3,0,1,0,0,1,493,437,0.634,0.969,0.436,0.575,0.646,0.57,0.488,30,143,0.891,0.416,0.452,0.123,0.746,0.99,0.414,0.953,satan
406,tcp,http,S0,55642,54937,0,1,1,8,4,1,2,0,1,13,8,0,3,0,0,1,184,317,0.054,0.132,0.864,0.614,0.656,0.162,0.276,104,31,0.274,0.027,0.164,0.245,0.858,0.063,0.304,0.395,normal
126,tcp,ftp_data,RSTR,32087,49257,0,3,1,2,4,1,12,1,1,5,10,0,3,0,0,1,193,436,0.881,0.812,0.353,0.045,0.216,0.89,0.855,209,141,0.323,0.973,0.743,0.335,0.064,0.722,0.208,0.937,satan
273,udp,ftp_data,S0,59677,35123,0,0,2,15,1,1,2,1,1,8,6,2,0,0,0,1,352,247,0.074,0.065,0.149,0.093,0.638,0.039,0.458,133,120,0.59,0.317,0.064,0.875,0.008,0.014,0.322,0.244,normal
30,udp,private,S0,6547,47388,1,1,0,9,1,0,10,0,0,8,3,1,3,0,0,1,336,409,0.964,0.931,0.486,0.549,0.549,0.097,0.615,104,162,0.525,0.423,0.129,0.761,0.839,0.407,0.548,0.838,neptune
482,icmp,http,REJ,17254,11744,0,0,3,1,0,1,6,0,0,13,5,2,2,0,0,0,346,168,0.037,0.127,0.288,0.096,0.808,0.026,0.404,123,10,0.103,0.075,0.32,0.589,0.142,0.095,0.86,0.424,normal
163,udp,private,SF,15211,56954,0,1,1,1,2,1,4,0,0,1,1,0,1,0,0,1,274,158,0.209,0.576,0.682,0.642,0.364,0.75,0.479,30,204,0.215,0.243,0.598,0.336,0.86,0.679,0.333,0.217,satan
135,udp,http,S0,38250,33554,1,3,1,8,1,1,11,0,1,14,10,2,3,0,0,0,142,339,0.135,0.144,0.361,0.622,0.748,0.049,0.835,24,86,0.688,0.997,0.982,0.404,0.814,0.563,0.066,0.488,normal
213,tcp,private,S0,19670,6896,1,3,2,7,1,1,11,0,1,14,4,1,3,0,0,1,338,376,0.821,0.895,0.699,0.7,0.408,0.762,0.881,148,142,0.888,0.748,0.154,0.203,0.911,0.755,0.388,0.924,neptune
486,udp,eco_i,RSTR,12878,48820,0,2,2,6,5,1,13,1,1,7,10,2,0,0,0,1,402,52,0.077,0.03,0.296,0.47,0.785,0.006,0.752,195,140,0.787,0.077,0.096,0.86,0.674,0.5,0.102,0.897,normal
194,tcp,domain_u,S0,3862,30902,0,0,0,8,4,1,15,0,0,12,4,2,1,0,0,0,68,502,0.031,0.122,0.784,0.592,0.839,0.092,0.397,83,165,0.278,0.144,0.578,0.831,0.164,0.842,0.297,0.751,normal
5,icmp,private,S0,14105,25913,1,0,0,5,5,1,12,1,1,2,9,1,3,0,0,0,320,349,0.845,0.854,0.329,0.6,0.033,0.956,0.107,90,202,0.773,0.028,0.401,0.718,0.568,0.272,0.585,0.761,neptune
426,udp,eco_i,RSTR,31590,43043,0,2,0,9,0,1,2,0,0,13,7,2,1,0,0,0,38,509,0.132,0.128,0.104,0.01,0.97,0.081,0.59,169,22,0.772,0.048,0.312,0.899,0.162,0.912,0.151,0.562,normal
448,tcp,eco_i,SF,40687,39467,0,1,2,4,0,1,8,1,1,8,2,0,1,0,0,1,102,39,0.132,0.117,0.565,0.671,0.639,0.136,0.592,53,236,0.544,0.059,0.324,0.481,0.855,0.884,0.791,0.116,normal
463,tcp,smtp,REJ,30404,43844,0,1,0,9,3,0,4,1,1,10,2,1,0,0,0,1,497,224,0.476,0.51,0.491,0.295,0.429,0.605,0.239,202,247,0.08,0.918,0.499,0.615,0.111,0.986,0.122,0.578,guess_passwd
145,tcp,http,REJ,57473,3138,0,1,0,10,1,1,1,1,1,5,6,0,3,0,0,1,417,177,0.137,0.054,0.176,0.656,0.756,0.056,0.002,163,94,0.283,0.721,0.065,0.708,0.584,0.597,0.614,0.521,normal
15,icmp,ftp_data,SF,24198,6944,1,3,3,11,5,1,6,1,1,9,2,0,3,0,0,0,234,80,0.097,0.144,0.653,0.405,0.944,0.052,0.008,6,170,0.043,0.294,0.999,0.921,0.111,0.222,0.987,0.378,normal
448,icmp,private,S0,337,224,1,3,0,21,2,0,15,0,0,0,7,1,1,0,0,0,308,300,0.855,0.808,0.793,0.161,0.229,0.552,0.181,143,40,0.284,0.536,0.471,0.866,0.526,0.358,0.606,0.595,neptune
410,udp,private,S0,7590,14953,1,0,0,7,2,0,10,0,1,14,2,0,4,0,0,0,459,373,0.982,0.942,0.289,0.64,0.936,0.359,0.489,252,11,0.599,0.464,0.24,0.128,0.54,0.851,0.024,0.3,neptune
170,udp,http,S1,57120,49745,0,0,2,9,3,1,14,1,0,1,2,0,4,0,0,0,12,198,0.138,0.036,0.981,0.559,0.888,0.119,0.995,119,143,0.585,0.115,0.146,0.222,0.661,0.725,0.719,0.251,normal
490,udp,smtp,REJ,22575,59963,1,2,2,22,0,1,5,0,1,13,9,2,0,0,0,1,184,458,0.033,0.1,0.543,0.015,0.628,0.118,0.332,118,62,0.234,0.756,0.371,0.894,0.083,0.318,0.444,0.093,normal
325,tcp,private,S0,1343,33556,1,1,3,23,3,1,12,1,1,9,7,1,1,0,0,1,411,449,0.09,0.049,0.675,0.24,0.735,0.092,0.213,132,2,0.767,0.274,0.454,0.126,0.111,0.331,0.247,0.873,normal
89,icmp,ftp_data,RSTR,54663,32701,1,0,1,8,1,1,14,0,0,6,3,2,1,0,0,1,346,308,0.291,0.181,0.771,0.083,0.64,0.579,0.591,100,58,0.046,0.02,0.828,0.605,0.392,0.905,0.69,0.6,satan
44,tcp,http,REJ,26690,30409,0,0,2,21,1,1,12,1,0,15,0,1,1,0,0,0,420,182,0.056,0.034,0.121,0.231,0.842,0.017,0.532,241,211,0.358,0.185,0.045,0.095,0.585,0.106,0.239,0.244,normal
94,tcp,eco_i,SF,46447,38126,1,3,0,12,1,1,10,1,1,15,1,2,2,0,0,1,497,308,0.08,0.011,0.579,0.622,0.733,0.058,0.286,200,89,0.727,0.977,0.137,0.234,0.962,0.651,0.469,0.916,normal
400,tcp,private,S0,48502,7750,1,2,1,21,4,0,2,1,1,13,6,2,3,0,0,1,317,472,0.823,0.896,0.896,0.418,0.125,0.784,0.16,23,211,0.7,0.321,0.547,0.407,0.074,0.721,0.06,0.132,neptune
322,udp,http,RSTR,54126,31314,1,1,2,7,1,1,6,1,0,11,9,0,0,0,0,0,194,420,0.113,0.085,0.647,0.368,0.879,0.175,0.083,217,39,0.606,0.193,0.04,0.939,0.245,0.83,0.773,0.246,normal
132,tcp,private,S0,28662,22582,1,3,1,4,3,1,3,1,0,15,6,1,4,0,0,0,394,316,0.961,0.898,0.524,0.041,0.098,0.275,0.871,209,100,0.804,0.164,0.428,0.293,0.431,0.866,0.877,0.872,neptune
492,udp,private,S0,52939,59610,0,3,2,14,3,1,5,0,1,18,8,1,4,0,0,1,302,219,0.16,0.279,0.802,0.288,0.368,0.12,0.307,161,36,0.315,0.959,0.579,0.971,0.419,0.383,0.929,0.859,buffer_overflow
91,udp,private,S0,39143,15166,1,0,3,18,1,1,8,0,0,4,9,0,2,0,0,1,335,395,0.823,0.904,0.186,0.787,0.293,0.493,0.55,220,177,0.935,0.699,0.73,0.006,0.911,0.972,0.723,0.464,neptune
104,tcp,private,S0,15084,42580,0,0,2,14,4,0,7,0,1,4,0,2,2,0,0,1,306,510,0.99,0.81,0.766,0.445,0.395,0.407,0.22,36,218,0.863,0.98,0.52,0.2,0.113,0.988,0.883,0.825,neptune
257,icmp,private,REJ,17591,8290,1,2,1,6,1,1,14,1,0,5,8,2,3,0,0,1,371,379,0.638,0.697,0.658,0.852,0.64,0.573,0.673,229,112,0.877,0.599,0.024,0.985,0.917,0.28,0.715,0.052,satan
25,icmp,ftp_data,REJ,54058,42800,0,0,0,10,2,1,3,1,1,1,8,0,1,0,0,0,147,131,0.053,0.007,0.061,0.242,0.617,0.128,0.509,20,176,0.214,0.33,0.522,0.655,0.274,0.646,0.477,0.458,normal
195,udp,smtp,REJ,18470,29319,0,3,3,17,2,1,2,0,0,14,10,0,3,0,0,0,248,360,0.062,0.071,0.366,0.928,0.617,0.064,0.978,29,22,0.569,0.47,0.832,0.439,0.579,0.713,0.202,0.199,normal
97,icmp,ftp_data,REJ,16749,23366,0,2,3,10,3,1,11,0,1,7,3,2,4,0,0,0,145,82,0.001,0.118,0.094,0.905,0.736,0.032,0.043,175,85,0.539,0.268,0.425,0.548,0.605,0.208,0.815,0.776,normal
220,tcp,ftp_data,RSTR,38831,36711,0,2,2,2,5,1,1,0,1,4,8,1,2,0,0,1,55,496,0.239,0.804,0.77,0.19,0.915,0.735,0.852,121,33,0.886,0.842,0.639,0.766,0.224,0.865,0.845,0.95,satan
163,icmp,private,S0,8406,45435,1,3,1,0,4,1,0,1,0,4,1,0,1,0,0,1,73,100,0.087,0.095,0.217,0.678,0.643,0.073,0.483,211,178,0.662,0.985,0.094,0.619,0.928,0.712,0.427,0.12,normal
394,udp,domain_u,RSTR,29835,26654,1,0,3,16,1,1,9,1,0,0,9,2,2,0,0,0,83,480,0.003,0.104,0.138,0.674,0.791,0.049,0.78,160,52,0.957,0.182,0.838,0.579,0.76,0.244,0.624,0.013,normal
403,tcp,private,RSTR,41978,38452,0,0,2,1,5,1,1,0,1,4,6,0,0,0,0,0,69,206,0.043,0.06,0.209,0.262,0.828,0.164,0.456,143,236,0.854,0.221,0.289,0.5,0.207,0.492,0.089,0.187,normal
324,icmp,smtp,RSTR,25384,55906,1,1,1,0,1,1,15,0,1,13,5,0,4,0,0,0,159,202,0.112,0.118,0.889,0.902,0.728,0.118,0.129,1,11,0.811,0.689,0.735,0.658,0.021,0.391,0.05,0.304,normal
421,udp,private,S0,9387,32473,0,3,1,23,0,1,7,1,1,6,6,2,1,0,0,0,46,465,0.05,0.143,0.589,0.526,0.626,0.109,0.553,134,30,0.727,0.81,0.31,0.824,0.967,0.173,0.644,0.948,normal
318,tcp,ftp_data,SF,48470,15080,0,2,1,20,2,0,13,0,0,13,6,0,4,0,0,1,263,404,0.811,0.14,0.137,0.635,0.52,0.349,0.984,195,147,0.303,0.459,0.697,0.256,0.458,0.004,0.347,0.718,guess_passwd
484,udp,eco_i,S1,13899,44193,0,0,3,15,1,1,9,0,0,3,4,0,3,0,0,0,243,209,0.065,0.079,0.029,0.728,0.866,0.072,0.479,222,26,0.509,0.479,0.87,0.125,0.531,0.81,0.217,0.927,normal
235,icmp,domain_u,S0,26313,11265,0,1,3,13,3,1,0,0,1,12,1,1,2,0,0,0,96,282,0.125,0.057,0.892,0.538,0.61,0.168,0.581,62,207,0.318,0.535,0.136,0.341,0.477,0.465,0.434,0.975,normal
12,udp,smtp,S1,20780,1921,0,2,0,24,5,0,12,1,1,6,9,0,1,0,0,1,445,203,0.351,0.093,0.533,0.08,0.114,0.977,0.526,11,15,0.873,0.361,0.044,0.718,0.184,0.27,0.704,0.181,guess_passwd
328,udp,http,S0,1091,50721,0,1,0,3,0,1,10,0,0,12,10,0,3,0,0,1,88,293,0.029,0.141,0.662,0.601,0.925,0.157,0.227,49,105,0.605,0.821,0.634,0.016,0.168,0.042,0.782,0.498,normal
71,icmp,smtp,RSTR,17010,45989,1,2,1,15,5,0,0,1,1,2,10,1,2,0,0,1,485,340,0.961,0.367,0.408,0.777,0.496,0.05,0.38,232,127,0.789,0.362,0.304,0.94,0.219,0.33,0.066,0.381,guess_passwd
259,icmp,ftp_data,REJ,12995,51547,1,1,2,20,4,1,5,1,1,6,6,1,2,0,0,1,124,79,0.131,0.109,0.461,0.365,0.999,0.138,0.901,75,63,0.159,0.884,0.409,0.804,0.561,0.657,0.649,0.301,normal
390,tcp,private,SF,47451,51802,1,2,0,11,5,0,5,1,1,14,2,2,0,0,0,0,235,101,0.28,0.918,0.238,0.758,0.567,0.621,0.855,235,190,0.49,0.142,0.972,0.315,0.635,0.922,0.667,0.969,satan
181,icmp,private,SF,2519,44340,0,0,2,10,0,1,3,1,0,10,3,0,1,0,0,1,306,136,0.025,0.054,0.685,0.824,0.954,0.163,0.832,85,49,0.079,0.722,0.906,0.112,0.239,0.353,0.029,0.994,normal
463,udp,eco_i,RSTR,12004,52830,1,0,0,16,2,1,7,0,1,11,4,1,0,0,0,1,324,388,0.063,0.071,0.604,0.909,0.818,0.022,0.094,123,171,0.902,0.304,0.829,0.313,0.684,0.689,0.699,0.924,normal
197,tcp,domain_u,REJ,6256,55275,0,0,2,15,2,1,5,1,1,3,2,1,0,0,0,1,270,61,0.074,0.009,0.442,0.16,0.734,0.142,0.424,60,22,0.604,0.431,0.02,0.844,0.923,0.598,0.95,0.436,normal
469,icmp,private,S0,53797,8194,1,3,1,21,0,0,6,1,0,1,4,2,2,0,0,0,455,456,0.813,0.944,0.369,0.816,0.401,0.366,0.859,38,142,0.176,0.722,0.107,0.255,0.471,0.767,0.442,0.467,neptune
321,tcp,eco_i,REJ,16958,12719,0,1,2,7,3,1,7,0,0,5,10,2,3,0,0,1,61,348,0.103,0.013,0.408,0.683,0.621,0.101,0.468,33,100,0.903,0.96,0.809,0.91,0.214,0.162,0.112,0.427,normal
50,icmp,ftp_data,S0,38908,36041,0,3,0,25,2,1,6,1,1,15,1,0,2,0,0,0,290,264,0.111,0.078,0.442,0.292,0.824,0.111,0.84,21,96,0.863,0.056,0.274,0.051,0.809,0.178,0.131,0.646,normal
326,tcp,eco_i,REJ,22689,57704,0,1,2,16,3,1,12,0,0,1,4,0,4,0,0,0,140,209,0.047,0.037,0.348,0.625,0.712,0.012,0.24,109,139,0.505,0.045,0.889,0.83,0.665,0.446,0.072,0.871,normal
50,tcp,ftp_data,SF,15402,35089,0,2,1,5,0,1,2,1,0,13,3,1,0,0,0,0,276,290,0.105,0.015,0.649,0.701,0.62,0.095,0.6,120,192,0.51,0.706,0.648,0.428,0.184,0.043,0.354,0.081,normal
137,tcp,domain_u,S0,36741,23932,0,2,0,5,1,1,0,1,0,3,9,0,4,0,0,1,409,330,0.075,0.062,0.363,0.606,0.657,0.085,0.338,211,30,0.6,0.454,0.499,0.236,0.446,0.684,0.116,0.755,normal
379,udp,http,S0,26327,50129,1,3,1,0,2,1,15,0,1,3,3,2,4,0,0,1,383,147,0.143,0.017,0.729,0.217,0.922,0.083,0.955,171,98,0.961,0.302,0.787,0.886,0.176,0.424,0.728,0.001,normal
191,udp,ftp_data,SF,12161,19367,0,0,3,17,5,1,6,1,1,15,0,1,3,0,0,1,194,276,0.012,0.052,0.511,0.483,0.99,0.149,0.559,247,60,0.003,0.278,0.22,0.683,0.921,0.228,0.729,0.69,normal
338,icmp,smtp,SF,42195,10988,1,0,3,10,4,1,8,0,0,8,0,1,1,0,0,0,42,279,0.119,0.109,0.157,0.48,0.862,0.167,0.536,115,179,0.583,0.989,0.4,0.053,0.827,0.335,0.448,0.613,normal
229,udp,smtp,S1,40912,39339,0,2,1,4,0,1,3,0,1,13,5,1,2,0,0,0,284,318,0.147,0.055,0.94,0.968,0.741,0.164,0.632,176,219,0.958,0.707,0.406,0.243,0.993,0.2,0.094,0.596,normal
305,udp,private,S0,19994,39898,1,1,3,17,4,0,2,0,0,12,8,0,0,0,0,0,384,368,0.916,0.951,0.077,0.991,0.348,0.795,0.696,30,100,0.222,0.984,0.194,0.921,0.802,0.242,0.47,0.861,neptune
124,icmp,smtp,SF,31209,44076,0,2,2,11,4,1,7,1,1,7,10,2,4,0,0,0,79,247,0.126,0.135,0.218,0.632,0.933,0.166,0.961,88,28,0.438,0.272,0.834,0.701,0.184,0.558,0.878,0.629,normal
361,tcp,ftp_data,S0,12312,26595,0,0,3,7,4,1,11,1,0,6,8,1,2,0,0,0,49,161,0.39,0.776,0.638,0.009,0.772,0.568,0.467,170,189,0.338,0.958,0.046,0.587,0.696,0.306,0.882,0.579,satan
443,icmp,smtp,S1,11523,46046,0,3,3,20,1,1,2,1,1,2,1,0,1,0,0,1,99,479,0.119,0.108,0.692,0.121,0.924,0.012,0.975,181,236,0.18,0.133,0.172,0.171,0.851,0.27,0.688,0.525,normal
222,tcp,private,S0,20491,20220,0,0,0,20,2,1,8,0,1,8,2,2,0,0,0,0,372,326,0.862,0.87,0.368,0.698,0.308,0.411,0.702,241,24,0.118,0.736,0.426,0.065,0.336,0.99,0.008,0.803,neptune
459,icmp,private,S0,12617,30635,0,2,2,20,1,1,10,0,0,5,6,0,0,0,0,0,359,359,0.907,0.819,0.267,0.749,0.594,0.175,0.634,45,62,0.48,0.711,0.433,0.664,0.999,0.6,0.775,0.57,neptune
400,tcp,eco_i,S1,49446,12574,0,1,2,4,2,1,9,0,1,13,10,0,4,0,0,0,139,210,0.122,0.026,0.675,0.539,0.7,0.112,0.209,95,27,0.939,0.738,0.381,0.903,0.254,0.037,0.435,0.808,normal
168,icmp,ftp_data,S1,22513,1364,1,2,1,10,0,1,5,1,1,15,10,0,1,0,0,1,414,464,0.083,0.142,0.283,0.21,0.685,0.055,0.47,85,12,0.259,0.125,0.549,0.201,0.038,0.592,0.589,0.274,normal
341,icmp,smtp,RSTR,24726,33839,1,3,3,18,4,1,14,0,1,3,7,2,0,0,0,1,300,27,0.0,0.051,0.44,0.082,0.817,0.101,0.798,67,204,0.951,0.716,0.945,0.103,0.392,0.829,0.419,0.728,normal
251,icmp,smtp,RSTR,43397,19171,1,1,1,9,2,0,11,1,1,0,4,1,0,0,0,1,401,210,0.409,0.707,0.791,0.229,0.343,0.046,0.825,192,231,0.264,0.178,0.561,0.072,0.831,0.537,0.168,0.331,guess_passwd
28,tcp,ftp_data,REJ,56505,44727,0,2,3,13,5,1,12,1,0,13,3,2,2,0,0,0,389,384,0.097,0.0,0.052,0.385,0.718,0.184,0.019,216,22,0.022,0.079,0.764,0.439,0.578,0.601,0.084,0.807,normal
235,tcp,private,RSTR,22955,34352,1,3,0,6,3,1,13,0,0,6,6,0,2,0,0,1,349,145,0.211,0.595,0.274,0.781,0.378,0.724,0.432,27,138,0.072,0.963,0.196,0.371,0.68,0.089,0.714,0.743,satan
236,udp,private,RSTR,58074,28049,0,3,1,12,1,1,14,1,0,15,7,1,3,0,0,1,314,140,0.084,0.042,0.941,0.839,0.706,0.03,0.354,49,115,0.75,0.787,0.878,0.869,0.962,0.784,0.476,0.466,normal
181,udp,ftp_data,RSTR,5276,20193,1,2,1,9,4,0,10,1,0,6,0,2,4,0,0,1,404,17,0.643,0.047,0.851,0.738,0.796,0.373,0.357,130,39,0.242,0.291,0.263,0.244,0.983,0.8,0.655,0.423,guess_passwd
482,tcp,smtp,S0,26975,28169,0,0,0,8,5,0,2,0,0,7,4,2,2,0,0,1,40,41,0.6,0.765,0.502,0.592,0.399,0.314,0.08,141,27,0.683,0.318,0.215,0.962,0.788,0.277,0.426,0.312,guess_passwd
